Applicant_ID,Age,Annual_Income,Credit_Score,Employment_Years,Loan_Amount_Requested,Default
13,29,57893,596,3,8659,Yes
28,37,90000,694,7,15002,No
12,44,82015,715,15,18721,No
38,29,58455,594,3,11337,Yes
32,43,90000,575,6,14358,No
16,23,47372,560,2,5000,Yes
9,31,77751,590,1,8580,Yes
19,28,82075,716,5,14807,No
21,28,90000,723,4,6599,No
28,26,80395,692,7,19552,No
33,33,70626,563,3,5000,Yes
8,47,90000,712,15,25150,No
34,24,60077,635,3,5000,Yes
34,31,75236,642,3,7643,Yes
6,26,77672,595,1,5000,Yes
34,24,56916,564,1,5000,Yes
43,25,81073,573,4,12569,Yes
10,24,63160,595,8,12928,Yes
12,35,84493,677,4,10520,Yes
20,24,52573,579,6,5000,Yes
10,21,64870,593,4,5000,Yes
24,37,90000,645,8,18996,No
39,26,77569,600,3,5450,Yes
37,45,90000,608,16,16227,No
39,38,90000,705,16,11432,No
11,43,90000,697,4,22041,No
34,25,48661,560,5,6420,Yes
15,42,90000,701,8,26605,No
11,39,90000,615,16,18827,No
15,21,62143,578,2,7175,Yes
11,42,63182,687,13,16879,No
2,48,90000,701,13,10132,No
23,33,90000,591,10,15062,No
41,27,81613,560,4,5000,Yes
26,34,87780,691,11,21470,No
9,33,90000,575,5,10758,No
12,33,69472,603,15,17788,No
37,42,90000,720,13,12072,No
23,40,90000,700,11,18040,No
33,28,73096,626,4,13555,No
30,33,90000,707,9,25692,No
37,26,87977,560,4,5000,Yes
38,42,90000,692,9,20738,No
32,48,90000,702,7,14484,No
12,42,90000,724,4,17168,No
20,44,66402,629,13,11256,No
30,37,90000,683,16,18146,No
1,48,90000,708,15,22147,No
11,24,71008,573,2,5000,Yes
20,33,90000,685,13,29000,No
5,47,90000,688,11,21056,No
9,25,76156,563,4,5007,Yes
18,30,87292,622,5,8732,Yes
7,30,45552,587,1,5000,Yes
3,48,82037,711,14,22689,No
14,48,90000,701,2,16979,No
38,34,87946,709,5,18912,No
10,21,63080,560,2,5000,Yes
26,23,47420,560,1,7171,Yes
30,43,90000,723,6,12689,No
36,21,74877,560,3,5000,Yes
6,35,90000,708,7,17878,No
13,27,69530,580,4,11273,Yes
28,30,70843,648,4,12473,Yes
1,47,90000,719,16,22847,No
3,46,90000,720,12,14857,No
8,37,90000,700,14,18940,No
34,34,80921,628,9,15776,No
38,21,69391,625,1,5000,Yes
30,34,83154,700,12,7970,No
40,42,90000,640,12,9688,No
29,27,84905,589,6,10507,Yes
45,36,90000,703,6,12293,No
23,23,65847,582,6,8876,Yes
1,48,89197,602,7,12919,No
30,21,53912,578,5,9886,Yes
33,41,90000,720,7,8488,No
8,36,90000,698,9,11175,No
1,46,90000,696,13,11762,No
39,30,52360,560,1,5000,Yes
3,28,56855,560,5,11107,Yes
7,22,85231,560,1,5000,Yes
1,36,90000,700,14,19625,No
39,27,66198,560,4,5000,Yes
26,31,67249,560,5,8235,Yes
17,41,90000,710,8,13733,No
32,26,62810,568,3,6203,Yes
29,33,67627,579,4,5295,Yes
3,26,81578,618,3,15300,No
19,24,66346,588,3,8759,Yes
36,32,71634,570,6,5000,Yes
38,29,77247,638,2,5000,Yes
34,31,90000,705,9,10232,No
24,25,90000,684,3,15829,No
5,39,90000,712,9,19912,No
31,35,90000,611,5,6088,Yes
10,29,90000,692,7,6233,No
46,28,74942,613,2,5000,Yes
1,31,85903,701,8,21946,No
28,44,90000,726,16,28591,No
34,25,65280,592,5,16343,Yes
2,39,74085,614,6,12808,No
26,23,63235,622,5,10985,Yes
30,30,90000,711,4,14234,No
34,29,90000,611,7,11764,Yes
44,37,71814,652,2,5000,Yes
11,23,89238,595,3,7346,Yes
40,25,58890,566,1,5000,Yes
29,27,75656,568,4,12279,Yes
28,21,66220,581,3,6748,Yes
1,29,82178,605,11,21420,No
43,39,87760,700,16,11653,No
40,43,86101,674,7,18681,No
9,39,85911,609,2,10262,No
17,28,74052,651,1,8718,Yes
39,40,90000,690,8,20708,No
24,41,86051,727,12,13573,No
32,25,68984,619,1,5666,Yes
7,21,59081,614,2,5000,Yes
32,28,90000,688,10,17080,No
11,44,81328,594,5,12384,No
11,26,79092,588,7,5000,Yes
36,29,90000,675,12,16146,No
20,29,77539,631,13,19499,No
16,48,75072,706,15,23101,No
11,48,90000,702,16,23969,No
35,48,90000,709,16,24776,No
7,48,90000,682,15,17621,No
27,29,75186,601,3,5000,Yes
12,21,71893,594,2,5000,Yes
32,42,87564,644,3,19781,No
11,44,90000,697,5,6602,No
31,21,59576,578,5,5000,Yes
34,45,90000,610,3,11881,No
25,34,86109,613,6,6640,No
42,40,71475,723,16,19089,No
10,29,68674,569,4,5000,Yes
32,22,63853,597,5,5000,Yes
16,36,77331,697,8,10122,No
34,26,46141,610,5,5000,Yes
28,41,90000,699,14,14384,No
13,28,65591,602,1,10448,Yes
38,42,80486,672,10,15127,No
36,28,87555,619,4,8470,Yes
30,30,90000,630,12,15476,No
8,39,90000,694,12,18627,No
9,44,90000,708,5,16237,No
19,40,90000,708,10,19941,No
32,35,80507,659,11,18758,No
42,48,90000,664,4,18541,No
31,48,90000,696,16,12966,No
17,38,78251,560,5,7329,Yes
12,32,90000,700,13,16087,No
27,47,90000,738,15,18585,No
46,39,90000,702,6,16697,No
37,35,78041,717,11,12452,No
24,28,90000,650,7,11103,Yes
29,25,77031,647,6,12451,Yes
12,28,57738,589,5,9693,Yes
42,25,79629,574,3,5000,No
13,29,82438,587,3,19877,Yes
28,48,90000,708,16,26830,No
7,43,86557,683,6,19189,No
40,32,88722,720,7,16138,No
34,21,69541,563,1,5000,Yes
25,26,78459,572,9,9805,Yes
11,24,44756,583,7,5905,Yes
38,25,78902,710,5,5982,No
34,21,85672,569,5,8488,Yes
26,29,90000,681,7,18269,No
14,47,90000,685,6,14210,No
3,39,86493,691,11,12659,No
8,33,90000,694,16,20732,No
14,29,49330,570,6,9411,Yes
31,40,85307,587,14,17108,No
15,29,88183,702,3,9350,No
23,45,90000,617,7,16068,No
4,45,88883,704,16,11097,No
14,40,88937,716,8,16228,No
9,34,64108,602,2,9332,Yes
1,37,90000,702,15,15924,No
42,29,80536,587,7,6359,Yes
27,41,87901,623,12,16387,No
26,45,88766,705,5,22735,No
7,23,48924,560,4,10117,Yes
31,42,90000,706,11,14961,No
2,35,79202,631,11,16115,No
31,21,64943,594,1,5702,Yes
29,35,86532,694,7,13622,No
15,30,72354,561,3,5000,Yes
39,44,90000,703,8,22106,No
11,26,72485,560,1,6872,Yes
35,22,43359,562,1,5000,Yes
7,36,78993,721,5,11639,No
1,36,58964,589,2,5000,Yes
6,38,90000,701,15,20771,No
8,46,90000,678,11,13608,No
29,25,75330,636,3,7435,Yes
29,27,69546,604,7,13318,Yes
31,37,66566,688,14,10509,No
41,21,71235,641,5,8062,Yes
12,24,81629,592,6,7519,Yes
9,32,63043,588,3,6595,Yes
13,41,87221,699,6,9539,No
33,27,69904,580,4,5970,Yes
23,45,90000,710,13,12197,No
11,41,90000,687,13,23394,No
26,45,71437,661,11,13923,No
24,27,65174,694,4,5933,Yes
29,37,85112,647,13,14143,No
16,27,58755,592,2,5000,Yes
37,29,85374,694,3,10455,No
13,25,87096,576,10,15886,No
35,40,90000,700,9,7171,No
15,27,90000,698,7,12276,No
34,31,90000,703,7,13042,No
5,36,75183,706,8,26848,No
35,35,80433,626,5,7446,No
1,25,65089,612,5,8570,Yes
27,48,90000,705,15,24637,No
35,47,90000,704,6,15047,No
26,41,90000,720,12,15582,No
12,48,90000,684,15,22001,No
4,42,90000,697,11,5000,No
33,48,90000,733,16,23278,No
45,26,65838,620,2,5000,Yes
35,24,51756,603,4,5000,Yes
32,27,77036,614,8,11802,No
38,22,82335,560,2,5000,Yes
35,26,40508,599,2,6696,Yes
23,44,90000,700,9,19857,No
41,25,90000,709,15,16284,No
1,32,90000,719,16,16011,No
4,34,88711,682,12,21571,No
46,25,65775,595,6,16358,Yes
9,29,57941,618,2,5368,Yes
40,42,88783,698,12,24610,No
1,44,90000,730,16,21380,No
35,38,90000,685,10,14768,No
11,40,90000,727,16,16980,No
43,45,79175,645,11,8903,No
22,35,90000,732,16,18179,No
7,24,62674,560,3,5054,Yes
21,44,81592,620,9,12620,No
30,27,74133,608,6,5000,Yes
20,29,90000,586,2,10237,Yes
39,26,54923,574,1,5278,Yes
8,33,87105,692,8,18667,No
19,27,61498,601,3,5792,Yes
11,27,87863,701,11,9109,No
3,24,76883,593,5,10333,Yes
37,24,67633,577,6,5765,Yes
40,25,62107,634,7,13553,Yes
7,45,90000,699,12,16513,No
35,34,90000,738,13,6252,No
27,41,88123,694,7,13203,No
33,26,73638,585,3,9853,No
6,41,84763,618,6,14920,No
1,30,67312,571,6,11370,Yes
34,22,72769,640,4,10804,Yes
11,33,87492,618,11,10524,No
32,26,41291,601,3,6334,Yes
19,33,90000,693,12,12176,No
9,48,90000,664,16,16554,No
45,23,55756,560,4,5837,Yes
36,41,61350,698,8,19412,No
36,41,90000,723,13,15930,No
32,36,90000,717,14,9776,No
30,25,57163,598,6,9190,Yes
36,25,63462,572,7,8308,No
34,27,71781,599,3,9207,Yes
12,28,75140,639,2,5492,Yes
42,32,71622,573,5,5000,Yes
23,37,90000,703,13,18180,No
43,27,90000,645,6,9870,No
41,26,73993,591,4,13968,Yes
21,25,59227,597,4,10687,Yes
29,47,90000,712,6,20943,No
22,28,80798,627,5,6637,Yes
33,38,90000,601,4,15248,No
4,24,50963,633,1,10409,Yes
1,48,87140,663,5,24328,No
7,34,90000,700,9,14990,No
30,30,84276,644,12,18868,No
9,28,83049,560,1,5166,Yes
29,28,77953,587,3,5000,Yes
26,29,64012,569,5,7795,Yes
35,30,71342,560,5,8749,Yes
37,27,90000,714,8,10152,No
32,27,83641,591,6,9957,Yes
29,25,60042,560,1,13204,Yes
40,26,72194,573,3,5000,Yes
9,23,65072,590,3,5834,Yes
22,34,62667,679,16,19657,No
7,48,90000,685,15,24616,No
38,21,73885,713,14,16693,No
9,31,63349,599,3,8625,Yes
1,37,78277,693,14,18517,No
9,33,84988,628,6,13040,No
31,27,62532,560,5,7510,Yes
9,25,51501,564,4,5000,Yes
9,25,90000,686,5,14814,No
7,25,90000,708,16,18076,No
34,28,80562,640,2,10845,No
45,44,90000,694,13,9724,No
12,43,90000,691,7,23730,No
28,47,90000,699,9,12785,No
5,32,90000,595,16,20837,No
13,29,60790,622,4,7591,Yes
8,40,90000,716,14,12534,No
36,36,89626,683,5,12911,No
32,46,90000,692,12,14101,No
32,23,46361,560,2,6927,Yes
22,33,70842,638,11,8844,No
36,21,60257,582,4,5000,Yes
29,28,86598,639,3,8372,Yes
17,23,57454,578,5,5000,Yes
30,44,90000,704,14,13810,No
32,23,83191,582,5,11637,Yes
30,26,82906,702,6,14723,No
8,48,84388,688,10,14277,No
40,29,64308,645,6,9087,Yes
12,39,90000,715,13,12905,No
38,34,73996,620,5,5000,Yes
32,26,64842,629,8,5000,Yes
4,26,69352,630,5,12575,Yes
7,25,81913,576,5,6232,Yes
31,44,90000,709,14,18891,No
34,48,90000,708,15,18113,No
10,43,88801,596,8,22701,No
16,31,88249,682,10,21382,No
14,48,90000,707,14,7392,No
6,29,68833,583,6,12989,Yes
9,29,60314,560,2,5000,Yes
10,26,58964,594,2,9252,Yes
40,25,29292,588,2,13831,Yes
43,30,60092,560,3,5234,Yes
25,48,90000,693,15,14057,No
27,45,84545,686,15,13968,No
17,32,85898,663,1,6866,No
7,25,86974,629,2,8327,Yes
39,47,84328,578,2,21389,No
1,40,90000,703,6,8893,No
42,23,42426,595,3,8025,Yes
17,22,51071,560,3,9930,Yes
25,48,90000,726,16,29000,No
19,40,86652,706,5,15506,No
25,30,90000,595,12,15214,No
37,39,80137,560,2,7601,Yes
16,29,83206,695,14,12874,No
14,42,90000,639,12,21651,No
9,28,64292,596,4,5000,Yes
34,24,49856,582,4,7567,Yes
44,21,45580,566,1,5000,Yes
30,48,88493,697,12,25220,No
9,37,70572,704,2,10515,No
32,30,78952,586,4,8767,Yes
5,32,82524,716,13,6488,No
17,29,79695,651,4,10919,Yes
5,28,59998,623,2,5971,Yes
36,33,90000,723,11,12548,No
32,40,78507,621,4,14196,No
40,27,71524,578,1,9215,Yes
34,25,68896,563,2,5000,Yes
15,34,76185,590,5,8192,No
29,39,90000,620,9,12314,No
40,46,90000,596,16,14338,No
37,26,81271,563,1,5580,Yes
37,23,39690,563,1,5000,Yes
31,48,90000,695,9,16031,No
37,45,90000,704,8,20609,No
28,24,64625,569,2,5000,Yes
8,21,50628,560,1,5000,Yes
13,32,84425,626,3,7842,Yes
39,28,72577,598,5,8531,Yes
16,28,72013,584,1,5000,Yes
32,26,63376,575,1,7173,Yes
27,27,83723,588,1,5471,Yes
6,41,85173,570,14,13351,No
28,34,87099,676,8,10212,No
30,48,90000,707,12,21435,No
19,27,65764,624,7,7145,Yes
31,26,77425,560,4,9708,Yes
7,41,90000,671,15,11091,No
43,25,70650,600,4,14623,Yes
10,30,86749,666,11,8341,No
11,25,57389,577,4,5000,Yes
22,43,90000,703,11,11394,No
6,33,90000,694,9,19506,No
32,27,57080,560,3,5370,Yes
40,36,90000,687,14,21902,No
1,38,90000,675,7,18324,No
13,28,82510,683,8,5000,No
38,26,45596,604,3,8975,Yes
30,22,60747,560,3,5000,Yes
15,21,52668,571,5,7316,Yes
15,24,53748,560,1,5124,Yes
34,24,68590,584,2,5000,Yes
32,44,90000,686,11,13183,No
45,25,45301,603,4,8486,Yes
33,27,68753,589,5,5000,Yes
1,22,64412,582,5,5000,Yes
34,40,86839,686,6,18402,No
1,38,90000,711,14,20931,No
4,35,90000,686,12,16899,No
2,26,90000,701,11,19173,No
24,45,90000,719,16,12843,No
45,28,64866,560,4,5621,Yes
1,27,67477,591,3,5000,Yes
8,41,90000,701,13,17484,No
12,26,60909,633,3,5000,Yes
32,31,90000,691,11,22237,No
46,40,69684,699,11,9299,No
1,43,90000,697,11,18398,No
9,41,87399,698,13,17421,No
31,33,84680,580,4,5834,Yes
21,38,90000,691,4,12527,No
32,38,90000,698,14,21627,No
26,25,56569,560,1,5000,Yes
20,28,62132,561,6,8199,Yes
10,25,40848,601,4,14465,Yes
17,34,64912,614,7,10865,No
11,29,66289,650,6,20035,Yes
34,29,68289,580,5,5765,Yes
34,43,90000,643,14,19194,No
16,25,63639,608,4,8416,Yes
9,30,90000,666,10,19830,No
1,38,90000,621,10,15157,No
4,42,90000,707,7,18470,No
13,21,82036,585,4,5000,Yes
1,37,90000,722,16,27512,No
35,37,90000,690,11,12304,No
30,42,90000,723,16,12430,No
6,43,90000,729,13,21196,No
31,41,85424,572,6,14014,No
16,28,63239,586,3,6867,Yes
42,22,49004,569,5,12188,Yes
22,21,59752,615,6,5000,Yes
46,30,56522,560,4,5000,Yes
1,45,87021,715,16,22698,No
10,24,89331,563,6,5000,Yes
29,35,86474,701,9,12868,No
34,28,90000,560,2,5000,Yes
2,48,68791,719,2,22198,No
36,27,48528,560,4,15340,Yes
11,43,90000,581,6,17707,No
35,23,79627,611,4,7058,Yes
16,26,60333,596,6,8410,Yes
12,38,90000,689,10,12623,No
29,28,54897,603,1,6432,Yes
5,43,85887,602,9,21905,No
1,38,90000,701,5,14161,No
31,25,55260,568,4,5000,Yes
5,41,90000,694,4,12503,No
37,40,84364,682,15,25082,No
31,47,90000,717,10,11500,No
24,24,77514,615,3,7498,No
35,28,56347,560,1,6044,Yes
15,23,60238,579,3,5000,Yes
8,23,64049,560,6,10756,Yes
35,36,90000,623,16,24196,No
41,39,86848,711,15,19411,No
15,29,77586,609,2,5000,Yes
34,48,90000,677,6,17717,No
7,39,90000,728,8,19749,No
11,23,66815,564,4,5000,Yes
29,23,78040,594,1,5000,Yes
38,48,90000,714,15,19375,No
35,30,81586,693,6,11335,No
14,34,79506,652,4,13410,No
8,25,62968,610,4,8169,Yes
35,28,56505,608,5,5000,Yes
28,47,90000,581,16,29000,No
27,31,86632,690,7,20696,No
13,29,89990,731,10,15583,No
29,37,60523,562,2,6081,Yes
9,39,79962,694,15,19774,No
38,25,67493,610,1,13742,Yes
22,21,64877,625,2,5000,Yes
25,38,90000,685,12,16791,No
18,30,78489,678,5,11175,No
15,41,90000,671,15,16003,No
41,35,90000,649,5,8771,No
33,33,90000,692,8,20884,No
23,24,81533,560,2,5000,Yes
3,45,84719,731,8,21623,No
38,38,87828,645,9,16988,No
22,25,60118,573,3,7875,Yes
37,26,70429,588,5,5000,Yes
19,33,90000,702,16,14851,No
16,36,81710,737,10,9270,No
21,45,90000,716,15,17811,No
13,46,90000,691,16,29000,No
27,38,64825,586,3,5155,Yes
44,25,37573,614,4,11513,Yes
29,37,87819,625,14,16661,No
3,45,90000,710,4,9216,No
7,40,90000,730,12,8857,No
1,48,90000,703,14,14790,No
29,24,58875,623,16,7103,Yes
29,23,33415,583,1,5000,Yes
9,23,68997,614,4,7434,Yes
37,48,90000,694,16,20934,No
42,43,90000,721,15,20643,No
7,31,90000,708,6,7230,No
32,40,88729,717,11,17277,No
28,27,78992,633,4,5516,Yes
34,28,83155,571,2,9107,Yes
3,24,70936,564,5,5000,Yes
4,43,90000,703,8,18031,No
25,21,76889,624,11,11991,Yes
19,44,90000,586,12,15401,No
2,25,69229,568,1,5000,Yes
37,32,74234,578,1,5000,Yes
39,22,75105,593,3,7207,No
25,27,53916,581,1,5000,Yes
35,26,63179,560,5,6369,Yes
13,26,90000,579,5,5000,Yes
23,40,90000,677,3,17508,No
12,22,49805,586,5,5000,Yes
34,28,82522,612,5,5000,Yes
12,30,90000,693,6,6070,No
30,48,90000,705,16,28907,No
41,23,83937,560,3,5000,Yes
1,29,81779,576,1,16255,Yes
10,48,90000,702,16,28522,No
15,29,83393,596,6,12734,Yes
24,37,88006,617,3,15023,No
46,23,67222,603,4,9590,Yes
2,27,53157,560,3,14047,Yes
44,24,47460,580,1,5000,Yes
29,39,90000,719,16,23617,No
7,48,73398,677,9,19383,No
33,46,90000,727,12,12511,No
27,28,57960,560,1,5000,Yes
27,31,90000,696,5,15433,No
33,26,55672,586,4,5660,Yes
16,48,90000,701,13,29000,No
46,26,81189,560,3,5000,Yes
1,28,69565,641,5,14995,Yes
13,33,80692,624,6,9628,No
14,37,80963,688,11,17192,No
12,35,90000,705,13,19525,No
7,24,89595,560,3,6666,Yes
29,22,79813,641,6,13410,No
24,48,90000,705,14,29000,No
39,27,90000,690,10,7884,No
17,26,90000,627,4,5328,Yes
32,22,68456,627,1,5000,Yes
38,24,82898,588,3,5000,Yes
38,46,88878,722,7,20671,No
6,40,90000,653,6,12672,No
32,34,73294,641,4,14644,No
14,26,66042,571,3,5000,Yes
2,38,90000,690,13,29000,No
4,27,90000,633,13,14395,No
41,21,50095,591,4,6121,Yes
29,34,82102,718,15,17326,No
30,36,60496,560,1,5000,Yes
38,43,90000,686,16,19153,No
7,36,74541,611,11,5238,No
33,28,77400,578,2,10214,Yes
28,23,48222,616,7,13118,Yes
30,48,90000,693,8,18160,No
25,29,83221,641,7,11327,No
29,44,90000,712,15,14508,No
12,27,70492,589,4,12312,Yes
8,29,72980,560,2,5000,Yes
1,25,65634,587,4,5000,Yes
4,46,90000,700,16,22613,No
11,31,90000,704,11,19785,No
37,38,90000,690,16,21304,No
17,28,69711,560,1,5000,Yes
32,24,79337,608,5,8307,Yes
40,43,90000,697,13,25328,No
13,33,90000,716,9,14016,No
32,39,90000,589,10,17360,No
9,35,82176,690,8,20705,No
4,38,90000,616,15,22196,No
37,22,54970,620,3,5000,Yes
14,22,77020,560,3,5487,Yes
31,41,90000,614,15,20907,No
11,26,83538,573,5,5000,Yes
13,28,74885,574,1,5000,Yes
12,38,90000,673,9,12137,No
38,22,66917,591,6,9383,Yes
3,25,75836,574,1,9358,Yes
29,27,67851,560,1,5422,Yes
30,33,85496,612,13,15061,No
2,41,90000,698,14,13400,No
46,30,79786,621,4,11490,Yes
16,31,67258,560,4,16288,Yes
4,21,41261,560,4,10496,Yes
38,25,56491,560,11,9374,Yes
26,26,82143,599,2,11135,Yes
30,40,90000,654,11,15747,No
6,23,61819,561,3,5000,Yes
30,41,90000,707,12,24203,No
35,43,90000,642,16,21033,No
12,25,53812,589,3,17150,Yes
30,43,69560,684,10,14427,No
14,29,74762,581,4,6877,Yes
30,37,90000,597,10,14391,No
11,28,90000,685,16,12390,No
30,24,52866,570,2,8989,Yes
19,29,54709,642,4,5000,Yes
18,21,58350,560,1,5000,Yes
11,21,62782,579,5,5000,Yes
1,48,90000,715,13,13328,No
7,45,90000,687,13,21290,No
9,22,71323,570,5,15460,Yes
38,47,89820,703,15,21783,No
38,41,90000,705,6,14035,No
18,25,90000,602,4,12793,Yes
4,26,69411,560,2,5000,Yes
29,27,70305,621,7,5000,Yes
19,36,90000,714,15,22607,No
10,24,60216,560,4,7695,Yes
1,42,89939,617,10,15647,No
12,27,79611,575,7,9014,Yes
1,42,90000,694,16,25117,No
11,24,45514,586,3,7477,Yes
19,25,77426,629,5,13228,Yes
32,21,63633,604,8,5386,Yes
33,32,65263,732,13,13108,No
24,42,84060,686,10,15223,No
39,28,50267,574,8,8516,Yes
27,46,90000,670,12,13233,No
27,48,89103,694,11,23288,No
36,44,90000,643,15,18752,No
10,30,53774,560,3,8138,Yes
26,34,80398,678,16,18384,No
14,43,90000,699,12,19923,No
37,36,74798,629,6,15047,No
25,38,90000,701,11,22567,No
42,26,57692,632,4,7154,Yes
15,27,66955,614,3,9601,Yes
9,37,90000,714,10,18465,No
3,47,90000,646,12,19277,No
36,27,59077,629,8,5000,Yes
34,27,82496,564,4,11780,Yes
40,30,77590,629,3,15065,Yes
34,28,73302,696,15,20842,No
16,43,90000,722,6,18308,No
2,27,78894,569,4,5544,Yes
31,29,88503,668,11,19453,No
30,29,71396,683,10,17039,No
14,35,90000,629,12,10934,No
30,37,90000,682,14,20381,No
36,46,90000,709,13,18612,No
38,48,90000,671,4,21750,No
33,48,83209,685,16,16141,No
8,34,90000,612,11,9000,Yes
35,37,70010,715,14,21706,No
13,38,67407,560,4,12313,No
1,48,87646,675,8,20980,No
1,33,90000,609,16,26529,No
11,41,89445,696,14,27580,No
3,46,90000,693,14,26705,No
37,23,75140,598,9,16748,Yes
13,41,90000,714,15,19446,No
19,21,51720,560,3,9124,Yes
15,48,90000,723,7,27794,No
16,25,83325,611,4,5000,Yes
16,34,78435,618,6,7358,Yes
15,28,50361,588,2,5000,Yes
42,38,88592,621,3,21228,No
7,46,90000,630,13,16590,No
13,43,80321,700,6,16134,No
39,21,57484,610,6,5000,Yes
28,23,40737,597,4,5000,Yes
11,28,76064,599,3,11489,No
1,42,90000,699,5,9347,No
13,35,80073,605,5,17347,No
31,23,90000,685,10,20059,No
20,39,71777,703,6,5253,No
31,29,55516,560,1,5358,Yes
7,34,90000,703,7,16150,No
9,48,90000,712,14,26073,No
19,40,90000,702,13,23004,No
24,40,88797,566,12,18072,No
13,23,75928,610,3,6227,Yes
30,35,90000,618,13,9280,No
28,23,54181,575,3,6908,Yes
33,26,69767,568,5,5451,Yes
24,35,70114,644,8,14153,No
30,40,90000,628,16,17587,No
43,25,45172,626,3,5259,Yes
29,22,73359,560,4,5000,Yes
32,42,90000,672,13,10720,No
31,30,57333,578,1,5440,Yes
18,44,90000,715,16,24658,No
32,34,90000,687,5,16206,No
2,48,90000,699,14,24323,No
13,30,90000,594,11,12198,No
27,41,90000,706,12,20229,No
28,35,90000,689,4,15211,No
31,36,88661,675,10,15294,No
1,41,90000,601,3,15276,No
19,48,90000,614,5,11083,No
5,35,90000,597,2,8305,No
32,24,84284,589,2,10468,Yes
42,37,90000,585,11,18716,No
1,37,49962,588,5,5949,Yes
27,38,74951,581,3,6867,Yes
29,44,90000,723,12,20829,No
7,35,90000,671,11,20971,No
14,25,84557,628,4,10275,Yes
30,36,78910,690,6,7956,No
29,44,90000,723,15,23483,No
8,40,90000,659,7,15238,No
36,36,69977,717,10,14757,No
20,23,82613,605,4,6950,Yes
41,33,85748,610,4,13591,No
35,37,86054,714,16,12544,No
29,21,72586,560,2,5000,Yes
19,21,72950,568,6,7663,Yes
11,27,78608,618,4,5000,Yes
21,41,90000,628,13,11672,No
12,31,69729,593,1,10097,Yes
14,45,90000,705,16,28213,No
1,31,90000,592,4,5000,Yes
43,26,45540,560,4,10912,Yes
11,21,44432,611,5,5000,Yes
25,27,64277,560,1,7736,Yes
24,39,83011,613,11,13201,No
31,28,90000,706,11,19054,No
33,44,81127,697,16,22637,No
37,27,61087,560,3,6373,Yes
34,46,87362,710,15,19482,No
40,27,42166,573,4,8242,Yes
31,23,56190,572,1,6665,Yes
1,48,90000,704,14,20823,No
43,25,86986,591,7,5000,Yes
40,28,57830,573,4,5000,Yes
39,26,71699,606,1,5000,Yes
37,38,57992,598,4,7952,Yes
11,28,61195,651,2,14790,Yes
32,37,90000,704,13,13753,No
45,45,90000,607,9,9923,No
42,31,57345,610,3,8895,Yes
25,44,89386,707,11,15219,No
28,29,89679,572,7,11735,Yes
5,26,60653,564,3,5000,Yes
14,28,79925,567,9,10745,Yes
22,27,90000,694,13,18793,No
5,42,90000,574,13,16132,No
27,44,90000,704,14,18603,No
43,41,90000,630,5,9074,No
3,41,90000,703,13,14304,No
8,40,90000,689,4,19623,No
10,45,90000,707,9,15579,No
16,28,60553,633,5,5000,Yes
25,30,90000,718,7,26395,No
37,23,58256,596,4,8074,Yes
19,26,59692,560,3,5000,Yes
32,23,81218,581,6,8564,Yes
12,29,71438,631,4,5803,Yes
38,47,90000,699,14,15898,No
11,34,57871,584,5,11590,Yes
31,29,52763,607,6,9115,Yes
33,33,88322,680,16,7032,No
5,48,90000,705,15,23175,No
13,29,76132,620,4,6081,Yes
40,23,84303,625,1,10096,Yes
41,30,52291,585,7,8858,Yes
23,41,90000,725,13,16155,No
19,27,76600,582,5,10596,Yes
13,40,90000,652,11,18178,No
29,28,74660,595,3,5000,Yes
3,31,90000,620,5,5000,Yes
11,30,84717,570,6,20703,Yes
40,25,73535,595,4,5000,Yes
30,40,90000,694,12,17024,No
32,37,90000,684,16,18401,No
32,44,88634,667,13,15972,No
19,23,57745,567,4,7749,Yes
20,29,79991,592,3,7234,Yes
38,43,83105,688,6,15101,No
8,41,73462,602,2,9244,Yes
12,30,78250,571,6,8839,Yes
21,31,89809,716,12,9522,No
6,37,90000,701,16,18831,No
8,23,61583,563,4,5000,Yes
13,24,77246,560,4,8053,Yes
13,43,90000,716,9,19621,No
37,44,85257,692,15,20238,No
42,44,82291,617,7,9721,No
3,45,90000,614,5,9049,No
5,24,72285,560,1,5000,Yes
44,29,50242,601,4,5000,Yes
20,22,60033,572,3,5000,Yes
32,23,76840,667,6,15671,No
38,39,70644,583,2,10078,No
8,47,90000,631,16,20010,No
8,23,57038,609,3,7477,Yes
34,28,82187,601,2,5000,Yes
7,22,58669,569,2,5000,Yes
23,31,89461,704,11,8233,No
22,32,81003,641,7,13969,Yes
18,27,60228,602,3,8506,Yes
26,30,90000,727,12,21955,No
30,31,76140,693,6,5000,No
9,47,88977,623,7,19824,No
38,25,56223,560,5,7733,Yes
26,37,86240,611,8,15977,No
4,39,90000,595,6,21149,No
28,43,90000,706,12,18784,No
8,40,89680,686,5,16651,No
38,30,83525,692,16,18356,No
2,40,90000,643,12,21163,No
5,48,90000,631,14,19423,No
14,27,89336,576,2,9336,Yes
37,35,58945,560,2,5000,Yes
25,41,90000,711,14,14198,No
18,47,90000,690,12,11460,No
8,31,90000,694,3,16092,No
13,44,90000,697,14,18536,No
5,45,89745,686,13,14751,No
29,37,69694,702,10,15328,No
33,23,71146,583,1,9429,Yes
25,22,85543,590,3,17882,Yes
17,23,65735,617,6,8666,Yes
44,32,79764,638,14,13680,No
32,25,90000,704,16,28887,No
23,29,90000,612,12,12330,No
